system:index,LST_Day_1km,NDVI,NDVI_Landsat,NDVI_Sentinel,sm_surface,.geo
133_0,15332.342465753425,4321.826086956522,0.21504892,0.30939338,0.14856058,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.57938338043674,22.86661555726242]}"
134_0,15360.12676056338,3390.695652173913,0.1580976,0.1423158,0.14739543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.61531599180152,23.064244919768715]}"
135_0,15360.12676056338,3390.695652173913,0.1580976,0.1423158,0.14739543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.61531599180152,23.064244919768715]}"
136_0,15391.710144927536,1708.7608695652175,0.09084226,0.08887026,0.14839832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.6602317560075,23.07322807260991]}"
137_0,15376.985507246376,3764.5434782608695,0.19097167,0.2536799,0.14566599,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.6692149088487,23.118143836815886]}"
138_0,15490.068493150686,1810.5869565217392,0.07558677,0.08182636,0.14744449,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.58836653327793,22.974413391356762]}"
139_0,15367.602739726028,3534.9565217391305,0.16215937,0.21467325,0.1478191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.54345076907197,23.118143836815886]}"
140_0,15365.791666666666,4487.934782608696,0.21003626,0.27364418,0.14833307,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.6692149088487,22.92051447430959]}"
141_0,15351.666666666666,4064.8478260869565,0.15545201,0.23786953,0.14752541,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.38175401793045,23.028312308403933]}"
142_0,15421.869565217392,3450.8260869565215,0.13174453,0.15091711,0.14566599,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.67819806168988,23.100177531133497]}"
143_0,15393.442857142858,3969.0652173913045,0.199993,0.30928758,0.14839832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.68718121453108,23.010346002721544]}"
144_0,15372.0,4211.391304347826,0.21640114,0.23971167,0.14650686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.59734968611913,23.172042753863057]}"
145_0,15344.931506849314,4058.1521739130435,0.18700673,0.24013567,0.14752541,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.44463608781881,23.064244919768715]}"
146_0,15377.830985915492,4767.521739130435,0.23613265,0.34528747,0.14707375,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.54345076907197,23.19000905954545]}"
147_0,15388.957142857143,4561.152173913043,0.21769844,0.3103507,0.14839832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71413067305467,23.046278614086326]}"
148_0,15343.135135135135,4243.239130434783,0.19986601,0.28413495,0.14798085,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.45361924066,23.109160683974693]}"
149_0,15373.915492957747,4153.869565217391,0.20047809,0.2603473,0.14833307,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.6692149088487,22.96543023851557]}"
150_0,15332.712328767124,4750.326086956522,0.23371992,0.32392484,0.14752541,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.41768662929523,23.010346002721544]}"
151_0,15355.814285714287,2601.5434782608695,0.16134536,0.3117349,0.14913853,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.4626023935012,22.938480779991984]}"
152_0,15332.111111111111,4535.978260869565,0.23882453,0.32917646,0.14752541,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.41768662929523,23.01932915556274]}"
153_0,15363.18309859155,1470.8260869565217,0.08211745,0.09371531,0.14744449,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.61531599180152,22.98339654419796]}"
154_0,15332.94366197183,3516.413043478261,0.17898889,0.15700503,0.14650686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.60633283896033,23.100177531133497]}"
155_0,15380.859154929578,4106.0,0.20481059,0.23610622,0.14707279,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.52548446338957,22.875598710103617]}"
156_0,15338.054794520547,4321.95652173913,0.18709302,0.1743332,0.14650686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.62429914464272,23.118143836815886]}"
157_0,15357.859154929578,3211.978260869565,0.1304275,0.1942841,0.14744449,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.61531599180152,22.947463932833177]}"
158_0,15341.128571428571,3649.608695652174,0.21340838,0.3156337,0.14678723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.55243392191316,22.98339654419796]}"
159_0,15356.884057971014,4197.173913043478,0.19317251,0.25146836,0.14566599,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.67819806168988,23.14509329533947]}"
160_0,15413.0,1792.108695652174,0.08549531,0.11110467,0.14839832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.6692149088487,23.028312308403933]}"
161_0,15355.92857142857,4641.130434782609,0.20909469,0.2550674,0.14833307,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.68718121453108,22.956447085674373]}"
162_0,15345.222222222223,2002.304347826087,0.09676202,0.097509965,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.55243392191316,23.05526176692752]}"
163_0,15363.614285714286,2935.586956521739,0.11658578,0.20532991,0.14593902,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.56141707475435,23.118143836815886]}"
164_0,15344.739726027397,2198.3260869565215,0.12078545,0.1317792,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.53446761623077,23.046278614086326]}"
165_0,15347.971830985916,4797.847826086957,0.22304152,0.31363687,0.1478191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.50751815770718,23.154076448180668]}"
166_0,15368.583333333334,3787.1521739130435,0.18696976,0.24499346,0.14833307,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.6602317560075,22.92051447430959]}"
167_0,15355.356164383562,4161.934782608696,0.1836627,0.21928288,0.14707279,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.54345076907197,22.88458186294481]}"
168_0,15361.098591549297,1832.7173913043478,0.08590878,0.08552892,0.14739543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.57040022759554,23.064244919768715]}"
169_0,15330.57142857143,2942.8260869565215,0.17774588,0.20815177,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.49853500486599,23.03729546124513]}"
170_0,15327.319444444445,4774.239130434783,0.22016416,0.26213205,0.14752541,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.43565293497763,23.0911943782923]}"
171_0,15332.067567567568,3626.3260869565215,0.19182724,0.23157719,0.14673851,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.56141707475435,22.911531321468395]}"
172_0,15313.602739726028,4665.891304347826,0.21026802,0.32097307,0.14913853,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.45361924066,22.974413391356762]}"
173_0,15403.72463768116,2643.9565217391305,0.11372593,0.13796893,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.54345076907197,23.0911943782923]}"
174_0,15363.222222222223,2308.1739130434785,0.11103949,0.105920166,0.14739543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.58836653327793,23.046278614086326]}"
175_0,15353.802816901409,1708.5,0.07563164,0.06862468,0.14739543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.65124860316631,23.001362849880348]}"
176_0,15313.602739726028,4665.891304347826,0.21026802,0.32097307,0.14913853,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.45361924066,22.974413391356762]}"
177_0,15316.166666666666,2226.0,0.11454547,0.1349926,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.52548446338957,23.01932915556274]}"
178_0,15360.9,3906.4565217391305,0.18796898,0.24672604,0.14839832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.73209697873706,23.001362849880348]}"
179_0,15349.805555555555,3833.6739130434785,0.20442396,0.21588038,0.14752541,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.43565293497763,23.03729546124513]}"
180_0,15348.333333333334,3981.413043478261,0.19535664,0.25876895,0.14752541,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.39073717077164,23.0911943782923]}"
181_0,15352.739726027397,3057.021739130435,0.1662902,0.20654483,0.14744449,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.58836653327793,22.911531321468395]}"
182_0,15315.608108108108,4270.978260869565,0.21487239,0.2827367,0.14856058,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.62429914464272,22.857632404421224]}"
183_0,15341.128571428571,3649.608695652174,0.21340838,0.3156337,0.14678723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.55243392191316,22.98339654419796]}"
184_0,15368.583333333334,3787.1521739130435,0.18696976,0.24499346,0.14833307,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.6602317560075,22.92051447430959]}"
185_0,15406.352112676057,2258.478260869565,0.10005163,0.14391713,0.14739543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.62429914464272,23.046278614086326]}"
186_0,15355.05633802817,4406.826086956522,0.20922261,0.27224752,0.1478191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.51650131054838,23.14509329533947]}"
187_0,15360.12676056338,3390.695652173913,0.1580976,0.1423158,0.14739543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.61531599180152,23.064244919768715]}"
188_0,15357.40579710145,2360.086956521739,0.14298433,0.121888645,0.14650686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.58836653327793,23.109160683974693]}"
189_0,15316.027777777777,4495.45652173913,0.22475827,0.24414062,0.14752541,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.43565293497763,23.07322807260991]}"
190_0,15377.842857142858,2412.8260869565215,0.12068552,0.11470294,0.14913853,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.44463608781881,22.92051447430959]}"
191_0,15361.957142857143,4880.782608695652,0.23617382,0.36418888,0.14650686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.62429914464272,23.163059601021864]}"
192_0,15388.333333333334,3689.3260869565215,0.18922417,0.26828098,0.14839832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.69616436737228,23.07322807260991]}"
193_0,15313.266666666666,4247.065217391304,0.20448753,0.27017006,0.14752541,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.39073717077164,23.07322807260991]}"
194_0,15362.698630136987,3797.586956521739,0.16833898,0.20758906,0.14744449,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.58836653327793,22.92051447430959]}"
195_0,15354.236111111111,4560.217391304348,0.22591694,0.31380376,0.1478191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.48056869918359,23.154076448180668]}"
196_0,15370.583333333334,3935.978260869565,0.19537963,0.20874031,0.14798085,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.4626023935012,23.163059601021864]}"
197_0,15331.535211267606,4518.565217391304,0.22817641,0.27761593,0.1478191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.51650131054838,23.163059601021864]}"
198_0,15409.323943661971,2101.478260869565,0.07217985,0.07795219,0.14739543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.63328229748392,23.01932915556274]}"
199_0,15405.111111111111,3354.6739130434785,0.20194611,0.23929179,0.14678723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.48056869918359,22.98339654419796]}"
200_0,15397.91304347826,2806.3478260869565,0.15559964,0.1732215,0.14839832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.67819806168988,23.010346002721544]}"
201_0,15430.718309859154,3555.195652173913,0.14757623,0.18618362,0.1478191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.48955185202479,23.100177531133497]}"
202_0,15284.859154929578,4219.326086956522,0.21249251,0.27303785,0.14678723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.52548446338957,22.947463932833177]}"
203_0,15381.972222222223,4246.304347826087,0.16928878,0.24965064,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.48056869918359,23.0911943782923]}"
204_0,15327.718309859154,3055.5,0.16020744,0.1906974,0.14739543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.63328229748392,23.0911943782923]}"
205_0,15393.128571428571,2795.9347826086955,0.15759204,0.16313545,0.14839832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.68718121453108,23.0911943782923]}"
206_0,15367.638888888889,4218.413043478261,0.20098168,0.2485724,0.14798085,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.40870347645404,23.109160683974693]}"
207_0,15480.857142857143,2829.8478260869565,0.11911948,0.16725102,0.14673851,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.56141707475435,22.96543023851557]}"
208_0,15322.408450704226,2785.782608695652,0.14992271,0.14010379,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.50751815770718,23.028312308403933]}"
209_0,15357.371428571429,4103.086956521739,0.19502215,0.28369573,0.14593902,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.56141707475435,23.181025906704253]}"
210_0,15379.521126760563,3707.2391304347825,0.19164227,0.25120854,0.14678723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.54345076907197,22.96543023851557]}"
211_0,15398.478873239437,2253.913043478261,0.11085397,0.12858084,0.14744449,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.62429914464272,22.956447085674373]}"
212_0,15344.916666666666,1633.0869565217392,0.09233818,0.091779865,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.52548446338957,23.001362849880348]}"
213_0,15342.478873239437,3149.804347826087,0.139457,0.18734773,0.14839832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.67819806168988,23.064244919768715]}"
214_0,15367.602739726028,3534.9565217391305,0.16215937,0.21467325,0.1478191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.54345076907197,23.118143836815886]}"
215_0,15393.2,3324.086956521739,0.17071518,0.19527602,0.14678723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.55243392191316,22.92051447430959]}"
216_0,15351.408450704226,4397.326086956522,0.22118926,0.2680628,0.14509356,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.75904643726065,23.03729546124513]}"
217_0,15331.154929577464,4657.869565217391,0.22120106,0.32148084,0.1478191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.52548446338957,23.163059601021864]}"
218_0,15312.027027027027,4142.891304347826,0.19911504,0.2520096,0.14856058,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.64226545032511,22.875598710103617]}"
219_0,15404.625,4488.739130434783,0.18168513,0.19709325,0.1478191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.48056869918359,23.118143836815886]}"
220_0,15361.492957746479,3109.7391304347825,0.1575345,0.1878622,0.14752541,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.4626023935012,23.010346002721544]}"
221_0,15292.902777777777,3742.2391304347825,0.19078681,0.26484847,0.14678723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.52548446338957,22.96543023851557]}"
222_0,15337.628571428571,4233.826086956522,0.22145842,0.30366927,0.14566599,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.6692149088487,23.13611014249828]}"
223_0,15323.918918918918,4496.217391304348,0.21217276,0.29469538,0.14856058,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.64226545032511,22.893565015786006]}"
224_0,15426.25352112676,3931.521739130435,0.1768037,0.23526908,0.1478191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.49853500486599,23.100177531133497]}"
225_0,15394.70588235294,4292.45652173913,0.23844053,0.32293093,0.14839832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.73209697873706,23.0911943782923]}"
226_0,15321.166666666666,3202.021739130435,0.15044478,0.17021456,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.53446761623077,23.028312308403933]}"
227_0,15309.638888888889,4610.217391304348,0.22252934,0.30367613,0.1478191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.50751815770718,23.172042753863057]}"
228_0,15355.070422535211,4301.217391304348,0.21943983,0.24614002,0.14833307,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.67819806168988,22.929497627150788]}"
229_0,15354.536231884058,4285.586956521739,0.2141416,0.26053712,0.14566599,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.6692149088487,23.127126989657082]}"
230_0,15275.819444444445,4543.5,0.22049795,0.2831753,0.14678723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.49853500486599,22.92051447430959]}"
231_0,15365.082191780823,3606.4347826086955,0.17731452,0.23890191,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.49853500486599,23.064244919768715]}"
232_0,15320.30985915493,2502.3260869565215,0.1228958,0.13524482,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.55243392191316,23.01932915556274]}"
233_0,15346.82191780822,4564.869565217391,0.21181294,0.29405746,0.14833307,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.69616436737228,22.938480779991984]}"
234_0,15340.085714285715,4185.021739130435,0.19776191,0.2677132,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.49853500486599,23.010346002721544]}"
235_0,15379.188405797102,1396.6304347826087,0.074504055,0.068995774,0.14739543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.64226545032511,23.001362849880348]}"
236_0,15374.055555555555,3350.391304347826,0.18708804,0.18857478,0.14678723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.4715855463424,22.98339654419796]}"
237_0,15359.506849315068,4495.978260869565,0.22748815,0.30804762,0.14839832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.74108013157826,23.010346002721544]}"
238_0,15382.166666666666,4102.0,0.19511728,0.231245,0.14798085,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.4626023935012,23.154076448180668]}"
239_0,15390.041666666666,3200.6739130434785,0.15612999,0.18954091,0.14744449,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.57938338043674,22.947463932833177]}"
240_0,15409.323943661971,2101.478260869565,0.07217985,0.07795219,0.14739543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.63328229748392,23.01932915556274]}"
241_0,15334.266666666666,4149.45652173913,0.19291852,0.25208122,0.14707279,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.55243392191316,22.857632404421224]}"
242_0,15359.676056338029,4701.608695652174,0.21206883,0.2926919,0.14833307,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.6692149088487,22.929497627150788]}"
243_0,15358.82191780822,3516.3478260869565,0.16730325,0.19467586,0.14814435,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.67819806168988,22.88458186294481]}"
244_0,15276.842857142858,4123.260869565217,0.21812342,0.28218156,0.14707279,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.4715855463424,22.88458186294481]}"
245_0,15366.917808219177,4106.934782608696,0.2094145,0.2559115,0.14913853,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.41768662929523,22.96543023851557]}"
246_0,15321.166666666666,3202.021739130435,0.15044478,0.17021456,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.53446761623077,23.028312308403933]}"
247_0,15390.54411764706,4370.739130434783,0.23350751,0.3001538,0.14566599,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.70514752021347,23.154076448180668]}"
248_0,15378.225352112677,4159.804347826087,0.21339884,0.27113238,0.14650686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.61531599180152,23.172042753863057]}"
249_0,15286.194444444445,4000.8695652173915,0.19938588,0.23482232,0.14678723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.48955185202479,22.911531321468395]}"
250_0,15347.152777777777,2653.4347826086955,0.10176616,0.10339578,0.14739543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.59734968611913,23.07322807260991]}"
251_0,15389.152777777777,4392.260869565217,0.18395062,0.22937642,0.1478191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.50751815770718,23.127126989657082]}"
252_0,15380.361111111111,2786.478260869565,0.13606432,0.12763736,0.14913853,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.44463608781881,22.929497627150788]}"
253_0,15270.763888888889,4555.739130434783,0.20055903,0.2600354,0.14678723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.51650131054838,22.956447085674373]}"
254_0,15429.072463768116,3553.3695652173915,0.15975298,0.25087544,0.14673851,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.56141707475435,22.947463932833177]}"
255_0,15319.986111111111,4212.869565217391,0.21001235,0.27382597,0.14814435,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.6602317560075,22.875598710103617]}"
256_0,15409.323943661971,2101.478260869565,0.07217985,0.07795219,0.14739543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.63328229748392,23.01932915556274]}"
257_0,15346.958333333334,4647.086956521739,0.20697752,0.32643485,0.14650686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.62429914464272,23.109160683974693]}"
258_0,15332.712328767124,4750.326086956522,0.23371992,0.32392484,0.14752541,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.41768662929523,23.010346002721544]}"
259_0,15367.507246376812,4066.413043478261,0.19253674,0.26061785,0.14707279,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.52548446338957,22.857632404421224]}"
260_0,15397.91304347826,2806.3478260869565,0.15559964,0.1732215,0.14839832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.67819806168988,23.010346002721544]}"
261_0,15343.277777777777,4888.782608695652,0.22658336,0.32274404,0.14833307,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.70514752021347,22.96543023851557]}"
262_0,15338.555555555555,4482.195652173913,0.20246425,0.24757978,0.14650686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.57040022759554,23.154076448180668]}"
263_0,15347.457142857143,3470.978260869565,0.15354547,0.18976116,0.14826828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.48056869918359,23.03729546124513]}"
264_0,15388.333333333334,3689.3260869565215,0.18922417,0.26828098,0.14839832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.69616436737228,23.07322807260991]}"
265_0,15350.767123287671,4079.195652173913,0.20728269,0.2580318,0.14650686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.58836653327793,23.172042753863057]}"
